sensor,x,y
1625,29.3212013245,106.0997695923
1626,30.1813278198,105.5511474609
1627,31.0524177551,105.0201416016
1628,31.9327545166,104.5046539307
1629,32.8206863403,104.0024108887
1630,33.7146377563,103.5110092163
1631,34.6130790710,103.0279235840
1632,35.5145301819,102.5505523682
1633,36.4175567627,102.0762176514
1634,37.3207168579,101.6022186279
1635,38.2225723267,101.1258163452
1636,39.1216583252,100.6442871094
1637,40.0164566040,100.1549148560
1638,40.9053840637,99.6550369263
1639,41.7867736816,99.1420669556
1640,42.6590881348,98.6138610840
1641,43.5221214294,98.0705947876
1642,44.3762435913,97.5133972168
1643,45.2218704224,96.9433746338
1644,46.0594558716,96.3615570068
1645,46.8894805908,95.7689971924
1646,47.7124633789,95.1666641235
1647,48.5289344788,94.5555191040
1648,49.3394470215,93.9364624023
1649,50.1445732117,93.3104019165
1650,50.9448966980,92.6781845093
1651,51.7410049438,92.0406570435
1652,52.5335044861,91.3986282349
1653,53.3230133057,90.7528915405
1654,54.1101341248,90.1042327881
1655,54.8954429626,89.4533767700
1656,55.6789665222,88.8003692627
1657,56.4603767395,88.1448516846
1658,57.2393379211,87.4864273071
1659,58.0155029297,86.8247222900
1660,58.7885208130,86.1593627930
1661,59.5580406189,85.4899597168
1662,60.3236885071,84.8161392212
1663,61.0851020813,84.1375503540
1664,61.8418884277,83.4538116455
1665,62.5936622620,82.7645645142
1666,63.3400154114,82.0694732666
1667,64.0805358887,81.3681640625
1668,64.8147964478,80.6603164673
1669,65.5423660278,79.9455947876
1670,66.2627944946,79.2236862183
1671,66.9756164551,78.4942626953
1672,67.6803741455,77.7570495605
1673,68.3765716553,77.0117568970
1674,69.0637359619,76.2581176758
1675,69.7413482666,75.4958877563
1676,70.4089202881,74.7248458862
1677,71.0659332275,73.9447784424
1678,71.7118530273,73.1555099487
1679,72.3461990356,72.3568954468
1680,72.9691925049,71.5493850708
1681,73.5818023682,70.7339401245
1682,74.1850585938,69.9115295410
1683,74.7800140381,69.0830917358
1684,75.3677444458,68.2494888306
1685,75.9493484497,67.4115905762
1686,76.5259170532,66.5702056885
1687,77.0985488892,65.7261276245
1688,77.6683578491,64.8801269531
1689,78.2364501953,64.0329818726
1690,78.8039321899,63.1854171753
1691,79.3719253540,62.3381958008
1692,79.9415283203,61.4920578003
1693,80.5138702393,60.6477661133
1694,81.0900344849,59.8060836792
1695,81.6711273193,58.9678077698
1696,82.2582473755,58.1337432861
1697,82.8524703979,57.3047370911
1698,83.4548568726,56.4816589355
1699,84.0664749146,55.6654281616
1700,84.6883316040,54.8569908142
1701,85.3214416504,54.0573501587
1702,85.9667587280,53.2675476074
1703,86.6251983643,52.4886741638
1704,87.2976074219,51.7218589783
1705,87.9847946167,50.9682769775
1706,88.6874618530,50.2291412354
1707,89.4062271118,49.5056877136
1708,90.1416244507,48.7991752625
1709,90.8940505981,48.1108665466
1710,91.6638031006,47.4420204163
1711,92.4510192871,46.7938613892
1712,93.2557296753,46.1675758362
1713,94.0777816772,45.5642814636
1714,94.9168167114,44.9848442078
1715,95.7692871094,44.4251403809
1716,96.6286315918,43.8757972717
1717,97.4886016846,43.3272018433
1718,98.3429489136,42.7696380615
1719,99.1847686768,42.1931114197
1720,100.0059051514,41.5872383118
1721,100.7961425781,40.9413528442
1722,101.5425186157,40.2450332642
1723,102.2288970947,39.4893188477
1724,102.8364486694,38.6687431335
1725,103.3497009277,37.7861213684
1726,103.7889328003,36.8647651672
1727,104.1932907104,35.9280929565
1728,104.6005630493,34.9933204651
1729,105.0459365845,34.0768737793
1730,105.5610733032,33.1986579895
1731,106.1687164307,32.3823509216
1732,106.8601226807,31.6349754333
1733,107.6119766235,30.9477291107
1734,108.4065399170,30.3097629547
1735,109.2309112549,29.7103061676
1736,110.0755310059,29.1393260956
1737,110.9330368042,28.5875205994
1738,111.7973175049,28.0460529327
1739,112.6627731323,27.5061435699
1740,113.5235977173,26.9585647583
1741,114.3729858398,26.3930397034
1742,115.2018585205,25.7974796295
1743,115.9969787598,25.1571063995
1744,116.7374496460,24.4538021088
1745,117.3891830444,23.6671733856
1746,117.8989181519,22.7817478180
1747,118.2000274658,21.8055610657
1748,118.2491607666,20.7851829529
1749,118.0722808838,19.7789764404
1750,117.7909011841,18.7978649139
1751,117.5168075562,17.8165779114
1752,117.3645019531,16.8127231598
1753,117.4313812256,15.8012838364
1754,117.7337646484,14.8337030411
1755,118.2361373901,13.9516458511
1756,118.8808898926,13.1656541824
1757,119.6187896729,12.4647302628
1758,120.4165802002,11.8316307068
1759,121.2533111572,11.2501010895
1760,122.1156234741,10.7066192627
1761,122.9946899414,10.1901922226
1762,123.8842697144,9.6917352676
1763,124.7796630859,9.2034616470
1764,125.6769409180,8.7183895111
1765,126.5725173950,8.2299222946
1766,127.4627304077,7.7314949036
1767,128.3434600830,7.2162423134
1768,129.2096862793,6.6766676903
1769,130.0547943115,6.1043224335
1770,130.8697967529,5.4895224571
1771,131.6418914795,4.8212871552
1772,132.3527221680,4.0879073143
1773,132.9808197021,3.2823824883
1774,133.5132293701,2.4106175900
1775,133.9430847168,1.4839916229
1776,134.2692718506,0.5160496831
1777,134.4960479736,-0.4798046649
1778,134.6314086914,-1.4920407534
1779,134.6852111816,-2.5117521286
1780,134.6677093506,-3.5326166153
1781,134.5886077881,-4.5504484177
1782,134.4565124512,-5.5626678467
1783,134.2789916992,-6.5678181648
1784,134.0624542236,-7.5652108192
1785,133.8123931885,-8.5546541214
1786,133.5334777832,-9.5362854004
1787,133.2296905518,-10.5104427338
1788,132.9040985107,-11.4775190353
1789,132.5524139404,-12.4356069565
1790,132.1621551514,-13.3789205551
1791,131.7167358398,-14.2978372574
1792,131.1924133301,-15.1746559143
1793,130.5543060303,-15.9731569290
1794,129.7586212158,-16.6149787903
1795,128.7971496582,-16.9593181610
1796,127.7755508423,-16.9270591736
1797,126.7842025757,-16.6788444519
1798,125.8163986206,-16.3548088074
1799,124.8481445312,-16.0372734070
1800,123.8579483032,-15.8091573715
1801,122.8486633301,-15.8053016663
1802,121.8990554810,-16.1451148987
1803,121.0624465942,-16.7190341949
1804,120.3059997559,-17.4001979828
1805,119.5810928345,-18.1173171997
1806,118.8460540771,-18.8256397247
1807,118.0652923584,-19.4844837189
1808,117.2229232788,-20.0626163483
1809,116.3351821899,-20.5676727295
1810,115.4183273315,-21.0168800354
1811,114.4847106934,-21.4291648865
1812,113.5441970825,-21.8243408203
1813,112.6059722900,-22.2235298157
1814,111.6807556152,-22.6503849030
1815,110.7841873169,-23.1324939728
1816,109.9417800903,-23.7015590668
1817,109.1945571899,-24.3882198334
1818,108.5965118408,-25.2061805725
1819,108.1908950806,-26.1345443726
1820,107.9513320923,-27.1231918335
1821,107.7249221802,-28.1192016602
1822,107.3023605347,-29.0502109528
1823,106.4948577881,-29.6738853455
1824,105.5103149414,-29.9517345428
1825,104.4927139282,-30.0470523834
1826,103.4719924927,-30.0648059845
1827,102.4521408081,-30.0652713776
1828,101.4339218140,-30.0958347321
1829,100.4230804443,-30.2085933685
1830,99.4321060181,-30.4361877441
1831,98.4738922119,-30.7767295837
1832,97.5572433472,-31.2179813385
1833,96.6843566895,-31.7415542603
1834,95.8510284424,-32.3270530701
1835,95.0485382080,-32.9550590515
1836,94.2658081055,-33.6082801819
1837,93.4918289185,-34.2723579407
1838,92.7214813232,-34.9407920837
1839,91.9519577026,-35.6103210449
1840,91.1805572510,-36.2778091431
1841,90.4046096802,-36.9401473999
1842,89.6215209961,-37.5941581726
1843,88.8287200928,-38.2364921570
1844,88.0236816406,-38.8635559082
1845,87.2039413452,-39.4714164734
1846,86.3671188354,-40.0557060242
1847,85.5110549927,-40.6115798950
1848,84.6338348389,-41.1336097717
1849,83.7339935303,-41.6158103943
1850,82.8107223511,-42.0516815186
1851,81.8640670776,-42.4343566895
1852,80.8952102661,-42.7569236755
1853,79.9065933228,-43.0128479004
1854,78.9020080566,-43.1965484619
1855,77.8864440918,-43.3040390015
1856,76.8669357300,-43.3513641357
1857,75.8485717773,-43.3968582153
1858,74.8368453979,-43.5067558289
1859,73.8528442383,-43.7563819885
1860,72.9344024658,-44.1888008118
1861,72.0960006714,-44.7637825012
1862,71.3298110962,-45.4337921143
1863,70.6189498901,-46.1634330750
1864,69.9449539185,-46.9280700684
1865,69.2900085449,-47.7097053528
1866,68.6367950439,-48.4932899475
1867,67.9673156738,-49.2635192871
1868,67.2615737915,-50.0011940002
1869,66.4967803955,-50.6779861450
1870,65.6496047974,-51.2487602234
1871,64.7127456665,-51.6558341980
1872,63.7165565491,-51.8815116882
1873,62.6970367432,-51.9424667358
1874,61.6785163879,-51.8688392639
1875,60.6731033325,-51.6912040710
1876,59.6850090027,-51.4349098206
1877,58.7143630981,-51.1194229126
1878,57.7594718933,-50.7594680786
1879,56.8178901672,-50.3663024902
1880,55.8869438171,-49.9488182068
1881,54.9639205933,-49.5143089294
1882,54.0460968018,-49.0690879822
1883,53.1307563782,-48.6189727783
1884,52.2150993347,-48.1696739197
1885,51.2961883545,-47.7272529602
1886,50.3712997437,-47.2975807190
1887,49.4403686523,-46.8811035156
1888,48.5045204163,-46.4757041931
1889,47.5649986267,-46.0788002014
1890,46.6231498718,-45.6873474121
1891,45.6804542542,-45.2978324890
1892,44.7385292053,-44.9063453674
1893,43.7991676331,-44.5086479187
1894,42.8643608093,-44.1002769470
1895,41.9363059998,-43.6766967773
1896,41.0170860291,-43.2342453003
1897,40.1074523926,-42.7724189758
1898,39.2077713013,-42.2915000916
1899,38.3183822632,-41.7918128967
1900,37.4395980835,-41.2737159729
1901,36.5716972351,-40.7375907898
1902,35.7149314880,-40.1838569641
1903,34.8695182800,-39.6129455566
1904,34.0356483459,-39.0253105164
1905,33.2134666443,-38.4214324951
1906,32.4031028748,-37.8017959595
1907,31.6046428680,-37.1668968201
1908,30.8181419373,-36.5172424316
1909,30.0436325073,-35.8533439636
1910,29.2811126709,-35.1757087708
1911,28.5305576324,-34.4848442078
1912,27.7919178009,-33.7812652588
1913,27.0651130676,-33.0654602051
1914,26.3500499725,-32.3379249573
1915,25.6466121674,-31.5991497040
1916,24.9546661377,-30.8495979309
1917,24.2740554810,-30.0897350311
1918,23.6046237946,-29.3200073242
1919,22.9461860657,-28.5408496857
1920,22.2985591888,-27.7526836395
1921,21.6615409851,-26.9559154510
1922,21.0349273682,-26.1509380341
1923,20.4185066223,-25.3381271362
1924,19.8120574951,-24.5178451538
1925,19.2153587341,-23.6904411316
1926,18.6281852722,-22.8562488556
