sensor,t11,t12,t21,t22,t31,t32,t41,t42,t51,t52,t61,t62
718,0.38504,0.36016,0.26504,0.23616,0.19736,0.2028,0.38304,0.4904,0.07824,0.1052,0.1952,0.31688
719,0.3856,0.35784,0.26528,0.23784,0.19952,0.2132,0.39976,0.71712,0.07848,0.10512,0.19504,0.31672
720,0.38528,0.35624,0.26496,0.236,0.19936,0.20984,0.04712,0.49592,0.0772,0.1048,0.19496,0.31672
721,0.408,0.35736,0.26512,0.23856,0.19936,0.20992,0.47896,0.30424,0.0772,0.10512,0.19488,0.3176
722,0.38472,0.356,0.26504,0.2388,0.20096,0.21,0.37984,0.35888,0.07704,0.1052,0.19952,0.31784
723,0.38568,0.3576,0.26648,0.2376,0.20232,0.21048,0.42408,0.29936,0.07696,0.10544,0.20776,0.33656
724,0.3856,0.35744,0.26632,0.23752,0.20192,0.2108,0.40672,0.29944,0.07672,0.10552,0.20808,0.33648
725,0.3856,0.35744,0.26448,0.23744,0.20128,0.21104,0.39912,0.29936,0.078,0.1056,0.20816,0.33656
726,0.38552,0.35744,0.2644,0.24032,0.20144,0.2108,0.39416,0.30288,0.07792,0.10536,0.06888,0.348
727,0.3864,0.35744,0.2644,0.24024,0.20136,0.20984,0.388,0.30344,0.07784,0.10536,0.19336,0.31656
728,0.38648,0.35928,0.26488,0.24016,0.19888,0.20992,0.3896,0.30648,0.07464,0.09896,0.19336,0.31664
729,0.38464,0.35888,0.26488,0.23976,0.20144,0.20776,0.38824,0.30608,0.07456,0.09896,0.19352,0.31704
730,0.38504,0.35912,0.26504,0.23816,0.20136,0.21096,0.39096,0.31056,0.0744,0.0992,0.43496,0.34808
731,0.38696,0.35904,0.26744,0.23824,0.19984,0.20984,0.38568,0.30056,0.07432,0.09952,0.20816,0.348
732,0.38528,0.35728,0.26744,0.23832,0.20368,0.20992,0.39584,0.31112,0.07456,0.09992,0.19296,0.33384
733,0.38384,0.35736,0.2684,0.23808,0.20184,0.21584,0.396,0.31112,0.08808,0.09968,0.19304,0.3156
734,0.38376,0.35712,0.26864,0.23808,0.20016,0.20896,0.39056,0.3108,0.08808,0.09968,0.1932,0.31568
735,0.38336,0.11184,0.26408,0.2372,0.20024,0.21312,0.39056,0.3108,0.07416,0.09896,0.20808,0.3156
736,0.38352,0.3576,0.26392,0.2372,0.20168,0.20912,0.39584,0.31168,0.07272,0.10056,0.19368,0.3212
737,0.3832,0.35776,0.12336,0.236,0.20096,0.20992,0.39608,0.31184,0.07392,0.0996,0.19136,0.318
738,0.38384,0.35496,0.26704,0.23696,0.20088,0.20952,0.39584,0.31096,0.07024,0.09952,0.19136,0.3148
739,0.38504,0.3552,0.26424,0.23744,0.2028,0.2096,0.39584,0.31104,0.07488,0.09896,0.1912,0.34
740,0.3836,0.3552,0.26976,0.23768,0.20216,0.21184,0.38888,0.31152,0.07256,0.09776,0.4792,0.31264
741,0.38352,0.35528,0.12336,0.23792,0.20528,0.21184,0.38984,0.3132,0.07112,0.09768,0.19256,0.48832
742,0.38456,0.3556,0.12336,0.23832,0.2052,0.21192,0.38896,0.31288,0.06848,0.09776,0.18264,0.33584
743,0.22944,0.35808,0.266,0.23824,0.20536,0.212,0.39112,0.30704,0.06976,0.09776,0.18848,0.34
744,0.22576,0.35176,0.27072,0.236,0.2052,0.2124,0.3912,0.314,0.06968,0.098,0.20952,0.33992
745,0.38448,0.35296,0.12088,0.23584,0.20504,0.21248,0.39016,0.30776,0.06976,0.0976,0.1884,0.33992
746,0.38448,0.35528,0.2628,0.23568,0.20488,0.21168,0.39032,0.30632,0.07016,0.09792,0.1896,0.31592
747,0.3844,0.35296,0.26264,0.23928,0.20536,0.21224,0.39632,0.302,0.0684,0.09808,0.18992,0.31376
748,0.3808,0.35168,0.26824,0.23576,0.20376,0.216,0.3964,0.31216,0.06944,0.09776,0.1864,0.31264
749,0.38624,0.35184,0.26824,0.23568,0.2024,0.21144,0.39744,0.31264,0.06968,0.09776,0.18448,0.3124
750,0.3804,0.35208,0.2652,0.23552,0.20448,0.21328,0.39008,0.3076,0.06968,0.09808,0.18616,0.30936
751,0.0888,0.35192,0.2652,0.23552,0.2032,0.21216,0.39592,0.30472,0.0684,0.096,0.18624,0.31384
752,0.0888,0.35088,0.26504,0.2356,0.20216,0.21456,0.39592,0.3076,0.0684,0.09592,0.19,0.31232
753,0.22992,0.17928,0.26488,0.23568,0.20264,0.21208,0.39336,0.3104,0.068,0.09568,0.18464,0.308
754,0.37392,0.17744,0.26464,0.23544,0.20304,0.21272,0.39312,0.312,0.068,0.09552,0.186,0.31248
755,0.5128,0.35424,0.26464,0.23616,0.20296,0.21264,0.39352,0.312,0.06688,0.09264,0.18456,0.37408
756,0.10528,0.35032,0.26576,0.2364,0.20304,0.21352,0.39864,0.312,0.0668,0.0948,0.21648,0.3408
757,0.10504,0.3492,0.26456,0.23696,0.20456,0.2136,0.39784,0.31504,0.06696,0.09552,0.18448,0.16584
758,0.23,0.34936,0.26512,0.23592,0.20352,0.21304,0.39664,0.32192,0.06664,0.09584,0.18424,0.31056
759,0.22976,0.34936,0.26472,0.23592,0.20344,0.21272,0.4072,0.3164,0.06656,0.09608,0.19088,0.31104
760,0.22976,0.34944,0.26448,0.23776,0.20408,0.2136,0.40728,0.31632,0.06656,0.09096,0.22192,0.3056
761,0.22976,0.34936,0.26448,0.236,0.20408,0.2136,0.39696,0.31632,0.06656,0.09096,0.22192,0.3056
762,0.22968,0.34968,0.2652,0.23768,0.20432,0.2144,0.39736,0.31632,0.06504,0.09104,0.19552,0.3056
763,0.37736,0.34984,0.26384,0.238,0.20464,0.21424,0.39744,0.31616,0.0652,0.09112,0.19048,0.3056
764,0.37736,0.34976,0.264,0.23848,0.20488,0.2144,0.39776,0.31216,0.0652,0.09112,0.19072,0.28568
765,0.37744,0.34968,0.26408,0.23848,0.20496,0.2144,0.39768,0.3128,0.06544,0.09056,0.18112,0.30856
766,0.37736,0.34976,0.2648,0.2352,0.20424,0.21392,0.39792,0.3176,0.06464,0.09304,0.1808,0.30848
767,0.37792,0.34672,0.26408,0.23496,0.20552,0.21488,0.39752,0.31704,0.06728,0.0932,0.18064,0.30688
768,0.22968,0.17936,0.2652,0.23552,0.2056,0.21512,0.39944,0.32208,0.06432,0.09176,0.0692,0.33912
769,0.22992,0.34664,0.26504,0.23552,0.2056,0.05968,0.3996,0.31344,0.06448,0.09312,0.35936,0.3056
770,0.37728,0.3508,0.26456,0.23824,0.204,0.21344,0.3984,0.3124,0.06584,0.0932,0.17992,0.30784
771,0.37744,0.34648,0.26456,0.23832,0.20392,0.21344,0.40296,0.31248,0.06728,0.0904,0.17952,0.3056
772,0.3744,0.34688,0.26608,0.23384,0.204,0.21352,0.39848,0.31248,0.06648,0.09408,0.17928,0.30536
773,0.376,0.35648,0.26408,0.23624,0.20416,0.21368,0.39992,0.31848,0.06728,0.09456,0.17904,0.30536
774,0.37592,0.42616,0.26488,0.23832,0.20528,0.21424,0.4,0.3136,0.0676,0.09392,0.17888,0.30528
775,0.3772,0.35664,0.26576,0.23864,0.20552,0.21464,0.39984,0.31384,0.06608,0.0924,0.18424,0.30536
776,0.374,0.34704,0.12376,0.2388,0.20536,0.21456,0.4016,0.3144,0.06664,0.09192,0.18536,0.30536
777,0.3744,0.24216,0.12368,0.09584,0.20448,0.214,0.4016,0.32024,0.0668,0.0948,0.1808,0.30384
778,0.22864,0.17928,0.12352,0.09592,0.20528,0.21432,0.40048,0.31472,0.06648,0.09144,0.18288,0.39272
779,0.376,0.20064,0.1236,0.23144,0.20424,0.21416,0.40064,0.31448,0.06808,0.09216,0.17888,0.30288
780,0.37216,0.3596,0.26424,0.23296,0.20432,0.214,0.40064,0.31464,0.06688,0.09216,0.1776,0.30784
781,0.37224,0.35136,0.26416,0.23816,0.2072,0.21248,0.40064,0.31456,0.0668,0.09232,0.17736,0.30136
782,0.3724,0.19624,0.12336,0.23824,0.20304,0.21256,0.40152,0.31928,0.06672,0.0948,0.0684,0.22928
783,0.30536,0.1964,0.12344,0.2356,0.20296,0.21208,0.40144,0.31552,0.0668,0.09368,0.26112,0.34728
784,0.22504,0.34528,0.12352,0.09936,0.20288,0.212,0.40336,0.31872,0.06688,0.0936,0.18288,0.08888
785,0.22376,0.35136,0.26304,0.23328,0.20296,0.21216,0.40336,0.32072,0.0668,0.09368,0.18296,0.38624
786,0.37296,0.34232,0.12344,0.09928,0.20368,0.21336,0.4084,0.3196,0.06568,0.09392,0.22576,0.28592
787,0.37296,0.34232,0.12344,0.09936,0.20384,0.21352,0.40448,0.31568,0.06744,0.09328,0.26096,0.55128
788,0.2296,0.34264,0.12344,0.09936,0.20376,0.21344,0.4044,0.31568,0.06736,0.09328,0.26096,0.33584
789,0.2296,0.22736,0.26224,0.23136,0.20352,0.21336,0.4028,0.31568,0.06736,0.09408,0.26104,0.33584
790,0.37016,0.34216,0.26216,0.23608,0.2036,0.21328,0.40464,0.32048,0.06736,0.09496,0.18616,0.33584
791,0.37,0.34224,0.2604,0.23472,0.204,0.21336,0.40424,0.32064,0.06648,0.09472,0.19464,0.30416
792,0.37,0.34224,0.26048,0.2312,0.20864,0.22016,0.40416,0.32064,0.06712,0.09192,0.1828,0.30416
793,0.36992,0.34232,0.26344,0.2312,0.20864,0.21872,0.40408,0.32072,0.06952,0.09368,0.1828,0.58512
794,0.22392,0.0056,0.26368,0.23168,0.2084,0.21312,0.40504,0.32344,0.06832,0.09496,0.0696,0.39312
795,0.36704,0.17952,0.258,0.232,0.2092,0.21688,0.40672,0.32344,0.06736,0.0936,0.06872,0.1084
796,0.36736,0.56352,0.25864,0.22872,0.20912,0.21672,0.40672,0.32344,0.06752,0.09344,0.1736,0.29872
797,0.36736,0.34104,0.2584,0.228,0.20904,0.21672,0.40664,0.32344,0.06728,0.09352,0.17096,0.29896
798,0.36728,0.34016,0.2584,0.23024,0.20408,0.21336,0.4064,0.32008,0.0672,0.09352,0.17112,0.29904
799,0.59904,0.176,0.25872,0.23216,0.20392,0.21696,0.41688,0.31856,0.0692,0.09368,0.1712,0.29912
800,0.37232,0.17608,0.25608,0.22792,0.20872,0.21712,0.4084,0.32376,0.0688,0.0936,0.1712,0.29928
801,0.37256,0.00816,0.25608,0.22728,0.20872,0.21784,0.41288,0.3272,0.06872,0.09752,0.16216,0.02664
802,0.23,0.45736,0.25616,0.22856,0.20776,0.21672,0.41288,0.3272,0.06856,0.09536,0.2236,0.34736
803,0.2244,0.21856,0.2556,0.228,0.20784,0.21672,0.41032,0.32728,0.0708,0.09536,0.18112,0.29344
804,0.16144,0.21856,0.2556,0.228,0.208,0.21672,0.41048,0.32728,0.07048,0.09536,0.356,0.21168
805,0.29888,0.16872,0.2556,0.22944,0.20824,0.2164,0.41104,0.32424,0.0684,0.09744,0.35824,0.28928
806,0.23,0.24344,0.2556,0.22704,0.20816,0.21584,0.41152,0.32704,0.06848,0.09752,0.20048,0.2312
807,0.3712,0.48944,0.25616,0.2284,0.20776,0.21744,0.40984,0.32528,0.0688,0.0976,0.17952,0.29344
808,0.18392,0.45192,0.25568,0.22536,0.20776,0.21728,0.40992,0.32888,0.06952,0.09744,0.49624,0.29344
809,0.18384,0.452,0.25552,0.22536,0.20936,0.21272,0.40976,0.32896,0.06856,0.09752,0.31992,0.41192
810,0.22984,0.17648,0.25536,0.22704,0.20896,0.21256,0.40992,0.3268,0.06936,0.09792,0.08368,0.41208
811,0.03088,0.472,0.25384,0.22416,0.202,0.21232,0.41944,0.33824,0.06944,0.098,0.19712,0.45768
812,0.2296,0.09592,0.25376,0.23216,0.202,0.21528,0.41712,0.32776,0.06912,0.1008,0.33256,0.492
813,0.37416,0.1732,0.2532,0.22448,0.20176,0.21616,0.414,0.32776,0.07264,0.1008,0.33272,0.22112
814,0.05872,0.1752,0.25864,0.22448,0.20224,0.21128,0.41424,0.34096,0.0716,0.096,0.3328,0.48912
815,0.28816,0.47136,0.25848,0.22952,0.20192,0.21128,0.42016,0.33072,0.07152,0.09944,0.11456,0.4892
816,0.22504,0.37264,0.25616,0.22488,0.0572,0.06336,0.42024,0.33072,0.0716,0.10088,0.47152,0.34768
817,0.22448,0.188,0.25192,0.22576,0.0268,0.0604,0.41392,0.32792,0.07176,0.09912,0.35328,0.34432
818,0.17432,0.16568,0.25096,0.22264,0.20936,0.06056,0.41536,0.3316,0.074,0.0988,0.33264,0.27888
819,0.22968,0.47144,0.25288,0.22104,0.20904,0.06056,0.41528,0.33168,0.07464,0.0988,0.354,0.50608
820,0.38672,0.2444,0.2528,0.22248,0.20736,0.20944,0.4176,0.3332,0.07504,0.10176,0.21976,0.49888
821,0.3868,0.32968,0.24864,0.22232,0.20776,0.21688,0.41744,0.33536,0.06976,0.10192,0.21968,0.49904
822,0.27968,0.18768,0.2484,0.2252,0.20176,0.21544,0.4172,0.33576,0.07408,0.10208,0.35624,0.49792
823,0.22944,0.1876,0.25104,0.10248,0.20152,0.21224,0.41688,0.33136,0.0744,0.10096,0.098,0.49976
824,0.22928,0.1988,0.13264,0.218,0.2072,0.21208,0.41912,0.33144,0.07736,0.10056,0.12352,0.3464
825,0.22936,0.47,0.12656,0.21776,0.20784,0.21832,0.42984,0.338,0.07736,0.10072,0.4052,0.58624
826,0.2672,0.25104,0.12632,0.2176,0.20784,0.20248,0.42504,0.33584,0.0772,0.10216,0.048,0.04392
827,0.26744,0.19424,0.10928,0.08648,0.21064,0.21392,0.42512,0.32968,0.06528,0.10848,0.0832,0.33864
828,0.27288,0.0932,0.04456,0.23896,0.2016,0.212,0.42032,0.3328,0.08352,0.1024,0.36304,0.03456
829,0.03944,0.48696,0.17936,0.09288,0.20168,0.21176,0.42,0.33288,0.07744,0.10392,0.24136,0.25136
830,0.5132,0.13776,0.20344,0.1764,0.21304,0.21056,0.42048,0.34,0.07736,0.10392,0.24152,0.12168
831,0.23208,0.11768,0.38128,0.04256,0.2144,0.29736,0.41808,0.33664,0.06976,0.12152,0.1644,0.26024
832,0.05512,0.11752,0.32424,0.01592,0.06272,0.23496,0.43832,0.3308,0.08024,0.1104,0.15272,0.51328
833,0.346,0.11736,0.23264,0.01592,0.19392,0.09216,0.43848,0.33792,0.08048,0.11016,0.24528,0.29392
834,0.22104,0.49696,0.0888,0.0292,0.0412,0.25864,0.41664,0.33904,0.08056,0.11168,0.15104,0.17024
835,0.23248,0.50368,0.08896,0.20288,0.08128,0.20984,0.4164,0.33936,0.12984,0.1152,0.1508,0.17024
836,0.32168,0.34376,0.10968,0.08,0.07248,0.3068,0.41656,0.33096,0.08248,0.11552,0.15248,0.21232
837,0.16464,0.14528,0.10968,0.17024,0.3504,0.21024,0.4296,0.32632,0.07976,0.1156,0.29008,0.2108
838,0.59368,0.2684,0.10976,0.27824,0.35024,0.22264,0.42976,0.32936,0.08672,0.10856,0.14584,0.27656
839,0.58792,0.22808,0.10984,0.2784,0.28592,0.23032,0.414,0.32936,0.08672,0.11624,0.14552,0.58304
840,0.20016,0.49416,0.33344,0.2088,0.17496,0.26992,0.41392,0.32904,0.0868,0.1176,0.14544,0.27592
841,0.22744,0.09408,0.23824,0.2088,0.24536,0.20704,0.41424,0.32632,0.08448,0.1156,0.1796,0.27536
842,0.16312,0.24,0.37144,0.20632,0.25456,0.20664,0.4144,0.33064,0.08448,0.11544,0.22896,0.2752
843,0.028,0.24016,0.25152,0.24568,0.32296,0.20664,0.41392,0.32672,0.08696,0.11552,0.10224,0.50896
844,0.192,0.39752,0.25152,0.20504,0.05024,0.2028,0.41424,0.32688,0.08696,0.12328,0.26216,0.48128
845,0.45144,0.19376,0.12232,0.20504,0.05024,0.20448,0.414,0.32688,0.08704,0.22632,0.16408,0.27824
846,0.07192,0.19672,0.12568,0.03368,0.20648,0.09624,0.41632,0.34384,0.08696,0.20512,0.29016,0.28992
847,0.16304,0.17232,0.1256,0.20872,0.20664,0.2012,0.408,0.34376,0.0964,0.13432,0.19888,0.38408
848,0.16312,0.17432,0.1312,0.22184,0.20672,0.20072,0.42064,0.3264,0.11208,0.1344,0.15104,0.26728
849,0.22312,0.32008,0.14296,0.22144,0.05816,0.19936,0.41624,0.32688,0.08992,0.14264,0.31904,0.36312
850,0.07712,0.19696,0.1432,0.20304,0.1736,0.20256,0.41648,0.32696,0.1128,0.1188,0.17472,0.27368
851,0.19296,0.17256,0.12576,0.2032,0.20696,0.20096,0.41064,0.34336,0.136,0.11856,0.17472,0.27184
852,0.32144,0.4492,0.23664,0.20336,0.2068,0.20064,0.41072,0.34344,0.0996,0.11856,0.01272,0.10704
853,0.33784,0.4268,0.13624,0.10464,0.20672,0.20072,0.43384,0.32432,0.38776,0.124,0.15104,0.3104
854,0.028,0.08696,0.13592,0.28512,0.2876,0.19496,0.41488,0.32992,0.10872,0.19352,0.15112,0.28336
855,0.11888,0.19432,0.1112,0.122,0.18056,0.19496,0.41056,0.32952,0.05736,0.18448,0.41336,0.28352
856,0.16952,0.4492,0.14536,0.04,0.18288,0.19512,0.4108,0.3336,0.19056,0.13216,0.15464,0.28352
857,0.12928,0.4492,0.25944,0.11024,0.2148,0.19608,0.4108,0.32784,0.13816,0.13176,0.14872,0.27664
858,0.13904,0.26112,0.36528,0.05472,0.18248,0.19536,0.41072,0.3268,0.34168,0.13184,0.14712,0.27912
859,0.50184,0.50432,0.22552,0.1956,0.1964,0.23568,0.42184,0.32656,0.11872,0.12736,0.15304,0.07368
860,0.13168,0.33344,0.22536,0.19552,0.18328,0.212,0.40336,0.32648,0.1188,0.1336,0.1908,0.27336
861,0.13184,0.18672,0.23408,0.14472,0.18512,0.14096,0.24032,0.32608,0.10056,0.15776,0.1908,0.27392
862,0.13176,0.28336,0.22648,0.25416,0.17544,0.14096,0.40376,0.326,0.10032,0.202,0.16368,0.34888
863,0.21448,0.52816,0.22664,0.1976,0.0472,0.2084,0.40416,0.32456,0.36256,0.202,0.16344,0.15376
864,0.3096,0.41896,0.12232,0.26192,0.17992,0.16272,0.39952,0.32448,0.10136,0.20192,0.15784,0.27208
865,0.30952,0.0496,0.19912,0.26208,0.17664,0.19344,0.45432,0.32216,0.10144,0.3616,0.15768,0.05688
866,0.3096,0.20328,0.2616,0.19936,0.1788,0.19336,0.40336,0.32208,0.09496,0.15048,0.19056,0.136
867,0.32848,0.20304,0.02872,0.19952,0.17872,0.04824,0.40328,0.32176,0.0948,0.0716,0.36352,0.13592
868,0.3284,0.12992,0.22952,0.1996,0.08224,0.20784,0.4032,0.31792,0.0948,0.0716,0.36336,0.24816
869,0.33016,0.3064,0.22952,0.11104,0.1972,0.208,0.40304,0.32456,0.10536,0.228,0.17392,0.54616
870,0.32448,0.16648,0.12576,0.1956,0.1972,0.19448,0.40232,0.32096,0.102,0.13768,0.16824,0.54576
871,0.34112,0.20592,0.12592,0.19592,0.1712,0.19432,0.41056,0.31744,0.10512,0.12952,0.16816,0.2768
872,0.33264,0.2044,0.22744,0.2144,0.24064,0.2012,0.41048,0.32096,0.10496,0.13328,0.41224,0.27696
873,0.33256,0.038,0.33024,0.20448,0.24056,0.08384,0.4104,0.32312,0.1184,0.13856,0.21256,0.20208
874,0.33008,0.50872,0.21672,0.20192,0.06576,0.0836,0.41592,0.32824,0.10824,0.13888,0.14512,0.38568
875,0.33,0.33088,0.21824,0.18464,0.17104,0.18472,0.44296,0.33256,0.10856,0.13256,0.14176,0.26464
876,0.16192,0.2988,0.23296,0.20456,0.16856,0.21816,0.402,0.31776,0.10872,0.13256,0.1416,0.26472
877,0.33856,0.34664,0.2316,0.1948,0.16984,0.17888,0.42288,0.31696,0.11056,0.14928,0.1416,0.26464
878,0.33056,0.35056,0.23168,0.17768,0.178,0.17896,0.30432,0.32368,0.10864,0.20992,0.14136,0.26464
879,0.3304,0.13232,0.2316,0.212,0.178,0.176,0.43152,0.32432,0.10864,0.1808,0.14448,0.2648
880,0.3304,0.3892,0.22232,0.18128,0.17792,0.17928,0.39904,0.31032,0.36232,0.37496,0.14456,0.26472
881,0.33,0.12072,0.212,0.19488,0.1664,0.36984,0.4032,0.31696,0.09784,0.2788,0.14472,0.42568
882,0.32984,0.34688,0.21096,0.178,0.1756,0.2168,0.39712,0.31688,0.11008,0.16312,0.14512,0.3044
883,0.32992,0.01224,0.21056,0.18496,0.16504,0.1716,0.39176,0.30688,0.10832,0.3244,0.0368,0.34512
884,0.58136,0.28904,0.21896,0.18352,0.16216,0.1716,0.39616,0.31624,0.08536,0.21136,0.16472,0.59648
885,0.26552,0.37064,0.2128,0.1836,0.16184,0.17168,0.39664,0.32496,0.26048,0.15672,0.09696,0.27992
886,0.26544,0.2492,0.21432,0.18048,0.14728,0.1944,0.39544,0.33328,0.11056,0.23688,0.32192,0.27168
887,0.33632,0.2492,0.21448,0.1844,0.16984,0.172,0.3856,0.3216,0.11632,0.31184,0.07608,0.30072
888,0.1556,0.14592,0.20888,0.19096,0.17936,0.1868,0.39216,0.50504,0.1124,0.15784,0.15784,0.27272
889,0.5572,0.37064,0.2088,0.18048,0.13976,0.17968,0.392,0.29264,0.11096,0.23568,0.14888,0.32352
890,0.5572,0.37056,0.2104,0.1804,0.1588,0.16584,0.39792,0.29264,0.11096,0.23576,0.1632,0.51136
891,0.55048,0.30464,0.21064,0.17368,0.15488,0.16936,0.434,0.34808,0.12608,0.0968,0.14216,0.02856
892,0.33368,0.30464,0.20888,0.17736,0.164,0.17776,0.39288,0.31888,0.12168,0.33264,0.1368,0.02896
893,0.23952,0.016,0.2088,0.17584,0.16824,0.1676,0.39304,0.146,0.12184,0.3984,0.15288,0.24792
894,0.14624,0.3708,0.2116,0.18096,0.16824,0.16768,0.39256,0.63904,0.11512,0.21072,0.15312,0.27912
895,0.10848,0.05352,0.20472,0.1752,0.16096,0.1664,0.3924,0.7304,0.11536,0.19232,0.16496,0.27896
896,0.4536,0.51008,0.20632,0.17936,0.14448,0.16656,0.2352,0.31144,0.12208,0.21272,0.16472,0.34272
897,0.45368,0.17112,0.20896,0.176,0.14464,0.16656,0.40872,0.30752,0.13768,0.36792,0.16448,0.27432
898,0.21288,0.06576,0.20624,0.1812,0.15416,0.16904,0.39408,0.32656,0.12352,0.2972,0.15624,0.28456
899,0.21312,0.55392,0.20136,0.18136,0.15256,0.16856,0.40488,0.3048,0.12568,0.06376,0.20928,0.29136
900,0.22808,0.01416,0.20824,0.17928,0.16664,0.17472,0.39032,0.3044,0.11808,0.17448,0.25728,0.00024
901,0.59024,0.01448,0.20848,0.17712,0.1464,0.17488,0.43744,0.3108,0.1208,0.36432,0.14664,0.27576
902,0.22832,0.47904,0.19632,0.17368,0.14656,0.16536,0.39832,0.30976,0.12296,0.39336,0.14664,0.27576
903,0.12144,0.1268,0.2116,0.17768,0.14848,0.16856,0.38592,0.30472,0.1148,0.16096,0.18248,0.27568
904,0.12128,0.11312,0.2052,0.17384,0.15288,0.16208,0.42912,0.308,0.11472,0.16072,0.15192,0.53016
905,0.348,0.36224,0.21008,0.1764,0.15296,0.16352,0.40568,0.30856,0.13384,0.16064,0.15176,0.10256
906,0.22432,0.30088,0.20256,0.17472,0.1532,0.15144,0.398,0.384,0.134,0.15176,0.15592,0.28368
907,0.3544,0.20024,0.20256,0.1748,0.04592,0.1576,0.33648,0.56496,0.37912,0.15168,0.1824,0.38768
908,0.59488,0.34432,0.2036,0.17416,0.15176,0.15392,0.3824,0.31544,0.13832,0.1516,0.14192,0.27712
909,0.57976,0.0196,0.2036,0.17272,0.1532,0.16384,0.38232,0.29856,0.13368,0.1684,0.14232,0.27736
910,0.57984,0.1604,0.20336,0.17264,0.15328,0.15216,0.39776,0.31472,0.13376,0.30744,0.18144,0.2836
911,0.27152,0.3284,0.20208,0.17464,0.14392,0.15216,0.39776,0.07216,0.23144,0.23864,0.18496,0.28888
912,0.24664,0.32824,0.20576,0.17464,0.14672,0.15416,0.04304,0.32152,0.14096,0.23872,0.18504,0.27688
913,0.21176,0.38032,0.20416,0.17256,0.14464,0.154,0.38856,0.30792,0.118,0.15912,0.15976,0.27632
914,0.22072,0.38032,0.20512,0.17256,0.14008,0.15256,0.38832,0.35688,0.11464,0.15512,0.1444,0.2872
915,0.22072,0.18632,0.19984,0.17248,0.14352,0.1524,0.24336,0.79432,0.1148,0.15544,0.15432,0.2748
916,0.23888,0.18632,0.21,0.17616,0.14376,0.15792,0.38592,0.29888,0.12512,0.15576,0.15448,0.27928
917,0.50192,0.38328,0.2,0.17648,0.14536,0.15848,0.38592,0.29872,0.11144,0.15608,0.1544,0.27608
918,0.2288,0.31272,0.19752,0.17664,0.14544,0.15288,0.38584,0.29848,0.13,0.15448,0.15424,0.27616
919,0.58688,0.20792,0.19904,0.17856,0.1444,0.15264,0.02632,0.33288,0.07536,0.16448,0.1524,0.27456
920,0.24624,0.31256,0.19888,0.17536,0.13944,0.15192,0.24776,0.30248,0.13152,0.1644,0.15408,0.2744
921,0.59152,0.18632,0.19904,0.17016,0.06112,0.15816,0.04024,0.30224,0.13168,0.16432,0.1484,0.27336
922,0.3424,0.18624,0.1984,0.1704,0.14536,0.1596,0.3792,0.30832,0.13336,0.16472,0.16088,0.27344
923,0.46312,0.18648,0.19832,0.17088,0.14528,0.15152,0.31992,0.37216,0.13312,0.15712,0.15056,0.27744
924,0.2516,0.22616,0.2008,0.182,0.13808,0.1464,0.2324,0.3376,0.13296,0.16456,0.15064,0.27744
925,0.3224,0.29544,0.20016,0.1784,0.14248,0.14648,0.23232,0.33536,0.13248,0.1644,0.15256,0.27736
926,0.32264,0.29552,0.20008,0.16768,0.13656,0.1472,0.3792,0.29384,0.13096,0.1692,0.15112,0.2756
927,0.32264,0.29536,0.19736,0.17504,0.13512,0.14744,0.38024,0.29128,0.14936,0.1792,0.15352,0.2796
928,0.2284,0.2952,0.1972,0.16728,0.13568,0.1476,0.38656,0.49688,0.136,0.16968,0.15376,0.276
929,0.3276,0.31184,0.19704,0.17208,0.14112,0.14448,0.3916,0.61608,0.136,0.16976,0.15384,0.2772
930,0.32744,0.30088,0.19672,0.17168,0.1336,0.14424,0.39152,0.2936,0.19104,0.2476,0.15472,0.27696
931,0.32712,0.29472,0.19672,0.17296,0.13352,0.14456,0.33,0.29744,0.23784,0.16352,0.15344,0.27584
932,0.32296,0.29464,0.1968,0.16752,0.13232,0.14256,0.37896,0.30088,0.26296,0.1636,0.15376,0.27592
933,0.33312,0.29464,0.19688,0.18968,0.14072,0.14408,0.37496,0.29992,0.16656,0.16352,0.15384,0.27608
934,0.33312,0.2948,0.1932,0.19208,0.14064,0.14408,0.034,0.2896,0.13848,0.1636,0.15392,0.27648
935,0.32432,0.29488,0.1932,0.16872,0.1396,0.14432,0.39152,0.29744,0.3892,0.1636,0.1544,0.27648
936,0.32432,0.29488,0.19928,0.1688,0.13192,0.14192,0.38176,0.2976,0.16264,0.17712,0.15528,0.28216
937,0.32256,0.2948,0.1944,0.16872,0.13224,0.13808,0.37232,0.29768,0.00936,0.16608,0.15632,0.282
938,0.3224,0.29472,0.1944,0.16536,0.12496,0.13784,0.37208,0.30016,0.12824,0.1636,0.15688,0.28464
939,0.32248,0.29464,0.204,0.16528,0.12768,0.1376,0.38032,0.28584,0.1444,0.16848,0.15608,0.2788
940,0.32256,0.29464,0.20392,0.16544,0.12528,0.1376,0.38016,0.29104,0.14288,0.39088,0.1564,0.27448
941,0.32272,0.2948,0.20384,0.1648,0.12552,0.1376,0.38264,0.29088,0.14992,0.1672,0.15656,0.2744
942,0.32288,0.29288,0.19224,0.16328,0.1256,0.13496,0.3752,0.284,0.15032,0.16728,0.15656,0.28008
943,0.3204,0.29888,0.2,0.16584,0.12584,0.1376,0.3696,0.2836,0.39312,0.16728,0.15936,0.28008
944,0.32464,0.29272,0.19992,0.16576,0.1248,0.1376,0.36824,0.28352,0.14688,0.17024,0.16248,0.27992
