sensor,t11,t12,t21,t22,t31,t32,t41,t42,t51,t52,t61,t62
969,0.33864,0.298,0.19424,0.15944,0.11008,0.12728,0.36544,0.21272,0.15936,0.19056,0.16656,0.28856
970,0.33872,0.298,0.19424,0.16008,0.11024,0.1212,0.3608,0.28352,0.16424,0.29,0.17784,0.28872
971,0.32392,0.296,0.19848,0.1808,0.10872,0.12728,0.35832,0.2756,0.16304,0.29008,0.16656,0.29256
972,0.32376,0.29584,0.18696,0.16232,0.11136,0.12944,0.36232,0.27616,0.0068,0.19056,0.16936,0.2928
973,0.3236,0.29576,0.18696,0.15944,0.11168,0.11792,0.35568,0.28384,0.17656,0.19064,0.1696,0.29296
974,0.3236,0.29576,0.18712,0.15976,0.10968,0.11736,0.36096,0.28376,0.16992,0.19536,0.178,0.29312
975,0.32328,0.29512,0.1872,0.15736,0.10936,0.11584,0.36472,0.27416,0.17,0.37944,0.17792,0.29344
976,0.32336,0.29368,0.18768,0.15824,0.10872,0.116,0.35928,0.28184,0.16648,0.19192,0.1708,0.29376
977,0.32336,0.29328,0.18776,0.15824,0.10832,0.11608,0.35584,0.29032,0.22232,0.19168,0.1708,0.29112
978,0.3208,0.29408,0.18792,0.15952,0.1068,0.116,0.356,0.2904,0.16432,0.20112,0.17064,0.29144
979,0.3208,0.29416,0.1964,0.15704,0.11424,0.11944,0.35592,0.2756,0.08312,0.02544,0.16992,0.29192
980,0.32368,0.29304,0.18352,0.15824,0.10808,0.11224,0.09016,0.27416,0.39792,0.02536,0.17128,0.29368
981,0.32352,0.29304,0.18792,0.15848,0.10496,0.11584,0.21784,0.27424,0.05856,0.19976,0.17136,0.29336
982,0.318,0.29104,0.18776,0.15688,0.10504,0.11584,0.21768,0.27424,0.14472,0.19936,0.17104,0.29312
983,0.32736,0.29256,0.18688,0.16296,0.11464,0.11552,0.35928,0.24464,0.368,0.19936,0.1732,0.29528
984,0.32736,0.29256,0.1836,0.15792,0.11208,0.11992,0.3592,0.22032,0.2288,0.24088,0.17296,0.29528
985,0.32616,0.29272,0.1772,0.15808,0.10824,0.11504,0.3564,0.15216,0.13368,0.23368,0.17304,0.29536
986,0.32584,0.30864,0.17792,0.15688,0.1048,0.11512,0.40872,0.15912,0.1724,0.19832,0.1732,0.29536
987,0.31848,0.2872,0.1848,0.15696,0.10528,0.1148,0.17104,0.0432,0.17224,0.20632,0.1728,0.29552
988,0.31872,0.29392,0.18424,0.15544,0.09856,0.1012,0.18864,0.30664,0.17672,0.19784,0.16848,0.29552
989,0.33128,0.2944,0.1868,0.15536,0.09816,0.1048,0.3588,0.30656,0.17688,0.19776,0.17568,0.294
990,0.32208,0.2952,0.18712,0.15528,0.10432,0.11512,0.39176,0.27216,0.18248,0.00536,0.17192,0.29384
991,0.33256,0.29128,0.18056,0.15448,0.10392,0.10632,0.352,0.29848,0.17816,0.20552,0.17168,0.29392
992,0.31832,0.29152,0.18368,0.15432,0.1028,0.10648,0.3556,0.27832,0.17792,0.20808,0.16992,0.29352
993,0.32408,0.2908,0.19224,0.18344,0.09544,0.10584,0.3556,0.28408,0.17384,0.20848,0.17096,0.29312
994,0.32128,0.2912,0.1844,0.1552,0.0992,0.10792,0.3508,0.25608,0.17432,0.20536,0.1712,0.29168
995,0.32904,0.29144,0.17992,0.14672,0.10424,0.1076,0.36424,0.27472,0.17448,0.20528,0.1668,0.29184
996,0.32472,0.29144,0.1776,0.18368,0.10424,0.10072,0.3732,0.27664,0.18,0.20744,0.16968,0.29208
997,0.32416,0.27816,0.1876,0.14552,0.092,0.10528,0.35856,0.27672,0.1784,0.20744,0.1696,0.2928
998,0.31608,0.28952,0.18744,0.15048,0.09192,0.10136,0.3584,0.2768,0.17824,0.20752,0.16952,0.29344
999,0.32936,0.28256,0.176,0.15032,0.09168,0.10416,0.35856,0.27696,0.17328,0.20736,0.16944,0.29048
1000,0.31024,0.28272,0.17584,0.15024,0.09144,0.10416,0.11304,0.15248,0.17768,0.20552,0.16936,0.29392
1001,0.31672,0.28184,0.17576,0.14408,0.09368,0.10216,0.3636,0.14856,0.1784,0.20536,0.1688,0.29144
1002,0.31648,0.28744,0.17456,0.14536,0.09384,0.10216,0.09856,0.04232,0.17832,0.20704,0.16648,0.29144
1003,0.31616,0.28744,0.17464,0.18864,0.09376,0.10208,0.0408,0.38864,0.17976,0.20216,0.16656,0.29136
1004,0.30864,0.28248,0.17488,0.1448,0.09184,0.10192,0.35872,0.28304,0.17992,0.13736,0.16696,0.28896
1005,0.32008,0.28528,0.17136,0.14424,0.09176,0.10656,0.70008,0.13872,0.16904,0.02968,0.1648,0.28888
1006,0.32024,0.2852,0.18,0.14432,0.09176,0.10312,0.5136,0.66496,0.17488,0.31456,0.1772,0.29912
1007,0.30768,0.2812,0.1768,0.14392,0.09176,0.1024,0.22856,0.13776,0.17512,0.30512,0.17032,0.29064
1008,0.3208,0.27976,0.1744,0.14392,0.09472,0.10224,0.40312,0.14312,0.18072,0.30464,0.16608,0.2904
1009,0.3096,0.284,0.17968,0.13992,0.09488,0.10104,0.40304,0.13848,0.1784,0.0108,0.16616,0.29592
1010,0.30976,0.27832,0.168,0.1404,0.09576,0.10096,0.2436,0.13856,0.1784,0.01096,0.19176,0.28504
1011,0.30968,0.28112,0.16792,0.14416,0.09232,0.10272,0.41656,0.38016,0.17856,0.02688,0.19168,0.29592
1012,0.30656,0.27224,0.1764,0.13992,0.0924,0.10264,0.4532,0.37968,0.26816,0.00816,0.15728,0.29984
1013,0.30392,0.27552,0.16928,0.13928,0.0916,0.10264,0.45312,0.21624,0.17944,0.06864,0.16008,0.50232
1014,0.30408,0.27544,0.1648,0.13936,0.092,0.09912,0.21384,0.21672,0.17944,0.2628,0.16144,0.42088
1015,0.30392,0.27456,0.168,0.13936,0.08912,0.10192,0.24232,0.12008,0.17792,0.26128,0.1676,0.28432
1016,0.30376,0.27456,0.168,0.13544,0.0976,0.1016,0.4496,0.12008,0.03728,0.26136,0.15792,0.28848
1017,0.30144,0.27448,0.168,0.13384,0.09184,0.1012,0.18928,0.09728,0.05344,0.19352,0.16072,0.2976
1018,0.30696,0.2756,0.16776,0.1344,0.09608,0.10872,0.21632,0.79744,0.08504,0.24448,0.16096,0.49632
1019,0.30504,0.28384,0.16624,0.13672,0.096,0.098,0.43648,0.49592,0.17712,0.2056,0.15976,0.33456
1020,0.30536,0.28376,0.16304,0.1308,0.09344,0.10088,0.43648,0.72392,0.17728,0.20576,0.22072,0.2756
1021,0.30016,0.2716,0.16304,0.13368,0.0928,0.10072,0.04,0.28384,0.17736,0.08952,0.12112,0.27376
1022,0.30072,0.27192,0.16248,0.1364,0.09216,0.10072,0.04464,0.09712,0.17736,0.20792,0.18792,0.274
1023,0.30048,0.27208,0.16264,0.1348,0.08752,0.1152,0.27856,0.53952,0.02128,0.07752,0.15536,0.26424
1024,0.29832,0.26688,0.1628,0.13496,0.09144,0.10632,0.22696,0.12832,0.11496,0.15784,0.10992,0.26584
1025,0.29848,0.26792,0.1628,0.14088,0.09152,0.10648,0.40848,0.1536,0.11488,0.2868,0.15432,0.28352
1026,0.296,0.26792,0.16272,0.13456,0.09672,0.1064,0.5992,0.61456,0.11464,0.22712,0.15432,0.27504
1027,0.29264,0.26904,0.1624,0.13208,0.09856,0.11512,0.22352,0.14136,0.1804,0.2076,0.25584,0.2736
1028,0.29328,0.26728,0.16344,0.14112,0.09168,0.10728,0.16152,0.13048,0.1808,0.20392,0.14832,0.2736
1029,0.29336,0.26568,0.16688,0.14112,0.09176,0.10656,0.06256,0.12808,0.17832,0.21496,0.1484,0.28304
1030,0.296,0.26568,0.15968,0.13768,0.09176,0.10648,0.47552,0.12816,0.178,0.20168,0.46176,0.26168
1031,0.29408,0.26568,0.16112,0.13408,0.09336,0.11192,0.2984,0.28088,0.17568,0.20808,0.23544,0.14088
1032,0.294,0.2656,0.15136,0.13776,0.09496,0.10744,0.50256,0.54792,0.17576,0.2012,0.23536,0.27096
1033,0.29392,0.2656,0.15888,0.13096,0.0952,0.10752,0.06112,0.46336,0.17576,0.2012,0.15968,0.27128
1034,0.2936,0.2656,0.16048,0.1308,0.10496,0.10768,0.16448,0.31256,0.17576,0.2016,0.14856,0.27216
1035,0.304,0.26568,0.1608,0.1336,0.0976,0.10744,0.22512,0.0804,0.17296,0.2016,0.14216,0.48256
1036,0.29072,0.2728,0.16488,0.13072,0.11032,0.10776,0.0368,0.08032,0.17608,0.18824,0.14432,0.32264
1037,0.29648,0.27264,0.15776,0.13344,0.10648,0.11776,0.46,0.13752,0.17496,0.21464,0.35696,0.26624
1038,0.2944,0.27264,0.16032,0.12952,0.106,0.11608,0.39672,0.41512,0.17496,0.21688,0.08704,0.29
1039,0.29304,0.27216,0.16024,0.12952,0.10552,0.1276,0.36904,0.4152,0.17224,0.2168,0.40656,0.29304
1040,0.29056,0.26432,0.16016,0.12952,0.10072,0.10896,0.38144,0.15504,0.17312,0.18992,0.32512,0.29296
1041,0.268,0.27264,0.15784,0.12944,0.10648,0.11312,0.37768,0.37648,0.17504,0.22816,0.32504,0.26584
1042,0.29152,0.26928,0.15792,0.12928,0.10592,0.12344,0.31272,0.37656,0.17776,0.22792,0.10888,0.26576
1043,0.30232,0.26912,0.15792,0.1292,0.10584,0.11496,0.2508,0.28696,0.17792,0.20008,0.25296,0.27056
1044,0.29744,0.27408,0.15792,0.12792,0.10584,0.11264,0.08608,0.49616,0.17808,0.21096,0.23144,0.2928
1045,0.29296,0.2712,0.15792,0.13568,0.10864,0.11776,0.67048,0.30632,0.17192,0.2204,0.14992,0.26392
1046,0.2996,0.26576,0.15888,0.13328,0.10896,0.11896,0.67056,0.30792,0.05232,0.20432,0.14376,0.26384
1047,0.29976,0.264,0.16344,0.13344,0.1088,0.11464,0.38704,0.17144,0.17256,0.20296,0.14368,0.26576
1048,0.29176,0.27032,0.15912,0.13424,0.1084,0.1204,0.5828,0.30992,0.1836,0.15048,0.14352,0.26576
1049,0.294,0.27024,0.16048,0.136,0.11224,0.1288,0.38328,0.33704,0.16896,0.19688,0.1432,0.26872
1050,0.29664,0.27032,0.16016,0.13584,0.1088,0.12888,0.38344,0.30344,0.14816,0.19696,0.14488,0.268
1051,0.2928,0.2644,0.15784,0.13232,0.10864,0.11936,0.39048,0.30248,0.22424,0.02816,0.1388,0.268
1052,0.29256,0.26432,0.16368,0.13536,0.1136,0.1196,0.38968,0.308,0.16536,0.36088,0.13704,0.26568
1053,0.29264,0.26416,0.16384,0.1328,0.11912,0.12048,0.38976,0.3148,0.16664,0.1968,0.13824,0.2596
1054,0.29608,0.27288,0.16008,0.13128,0.11904,0.12104,0.38976,0.15368,0.1728,0.19672,0.13832,0.25968
1055,0.29608,0.2964,0.16008,0.13456,0.11568,0.12128,0.40232,0.30528,0.17304,0.29736,0.13864,0.2664
1056,0.30336,0.26328,0.16152,0.13416,0.1112,0.1324,0.38216,0.30512,0.17296,0.19544,0.1332,0.26368
1057,0.30432,0.27784,0.156,0.12992,0.11128,0.12328,0.3896,0.30512,0.17288,0.19896,0.14464,0.2572
1058,0.31136,0.28,0.15904,0.12992,0.11136,0.12856,0.38944,0.3104,0.16344,0.22064,0.1444,0.25368
1059,0.3116,0.2784,0.15848,0.13912,0.12856,0.12864,0.38928,0.30656,0.16856,0.226,0.134,0.2564
1060,0.29456,0.27416,0.17088,0.13088,0.1204,0.12832,0.39048,0.30288,0.1684,0.19312,0.13408,0.2596
1061,0.25728,0.26992,0.162,0.13088,0.12056,0.12848,0.3904,0.30296,0.17288,0.19296,0.13408,0.26032
1062,0.30352,0.27168,0.162,0.13096,0.12656,0.13096,0.38784,0.30848,0.17296,0.3396,0.13424,0.25696
1063,0.30328,0.26032,0.15904,0.13112,0.12656,0.1308,0.39224,0.3084,0.188,0.20368,0.1456,0.25512
1064,0.29152,0.26024,0.1708,0.13096,0.13904,0.13288,0.39216,0.31416,0.15464,0.2364,0.13464,0.2968
1065,0.29048,0.26248,0.1632,0.13648,0.12112,0.13568,0.39224,0.3088,0.16536,0.1912,0.13472,0.27736
1066,0.2904,0.26248,0.16312,0.13616,0.11816,0.12304,0.39224,0.30864,0.1652,0.13872,0.1292,0.25176
1067,0.2904,0.26248,0.16328,0.14096,0.12296,0.13016,0.39232,0.30872,0.16256,0.02264,0.12592,0.2532
1068,0.29032,0.26248,0.16344,0.14088,0.1232,0.13008,0.3432,0.30888,0.16256,0.1876,0.12576,0.25304
1069,0.29032,0.26064,0.16728,0.13392,0.12176,0.13648,0.3976,0.3204,0.16032,0.18328,0.1536,0.25312
1070,0.2904,0.26064,0.16496,0.13392,0.12208,0.15472,0.46064,0.30768,0.1604,0.19496,0.12936,0.25168
1071,0.28824,0.26056,0.16496,0.134,0.13048,0.12824,0.42864,0.3076,0.168,0.19312,0.12936,0.25056
1072,0.29776,0.26032,0.16488,0.134,0.12744,0.13448,0.39728,0.3076,0.12104,0.18176,0.1316,0.252
1073,0.29496,0.3052,0.16472,0.13352,0.14824,0.14056,0.39448,0.30928,0.1572,0.18632,0.1276,0.25312
1074,0.2948,0.266,0.16432,0.13496,0.12776,0.13816,0.3944,0.34656,0.1572,0.2244,0.15336,0.24936
1075,0.29472,0.26584,0.16424,0.13504,0.13312,0.1384,0.3944,0.30848,0.16888,0.19328,0.12768,0.25024
1076,0.29944,0.26552,0.16544,0.13496,0.1288,0.13608,0.39952,0.30576,0.16856,0.22432,0.1276,0.2504
1077,0.29968,0.26352,0.16688,0.13528,0.12632,0.15744,0.40768,0.30544,0.16824,0.18936,0.1272,0.25064
1078,0.298,0.27072,0.16688,0.13944,0.12656,0.13272,0.48992,0.31072,0.15728,0.18424,0.12536,0.25152
1079,0.28976,0.29088,0.16632,0.13552,0.1284,0.13912,0.41568,0.32552,0.15496,0.18432,0.12544,0.24552
1080,0.2916,0.2648,0.16624,0.13536,0.13176,0.14256,0.39944,0.31096,0.1588,0.17944,0.12544,0.24992
1081,0.29016,0.26488,0.16712,0.138,0.12912,0.1428,0.39744,0.31584,0.15936,0.19376,0.12528,0.24664
1082,0.29016,0.26496,0.16712,0.13944,0.1444,0.14192,0.40232,0.31096,0.16152,0.18824,0.12528,0.24664
1083,0.3016,0.26768,0.16592,0.14688,0.12832,0.13672,0.39528,0.31472,0.15504,0.18944,0.12512,0.2468
1084,0.29448,0.2672,0.17384,0.14472,0.12832,0.14368,0.39504,0.32432,0.15608,0.22168,0.12824,0.24528
1085,0.29168,0.2608,0.16352,0.14488,0.13648,0.14376,0.40952,0.31816,0.1516,0.214,0.11552,0.25032
1086,0.2904,0.26168,0.1804,0.1452,0.13536,0.144,0.40216,0.31136,0.15184,0.17232,0.124,0.24488
1087,0.2904,0.25464,0.17144,0.14736,0.13544,0.13848,0.40192,0.31592,0.15048,0.18264,0.12232,0.25224
1088,0.25688,0.28808,0.1712,0.14688,0.21512,0.13616,0.40184,0.31584,0.16168,0.1824,0.12208,0.24664
1089,0.29784,0.25976,0.1712,0.1468,0.1372,0.1656,0.4032,0.31808,0.12992,0.18224,0.12152,0.24344
1090,0.2724,0.27856,0.17008,0.14704,0.1388,0.14744,0.40336,0.31752,0.16664,0.1804,0.12296,0.24464
1091,0.2872,0.2724,0.172,0.14736,0.1388,0.14976,0.40336,0.31768,0.02272,0.18296,0.12232,0.2448
1092,0.30328,0.27576,0.17192,0.14048,0.13888,0.14616,0.4056,0.32176,0.14416,0.18264,0.12216,0.24464
1093,0.29688,0.26304,0.17184,0.14592,0.14888,0.15824,0.40584,0.31928,0.14392,0.18232,0.12088,0.24328
1094,0.2988,0.26272,0.18288,0.14872,0.15136,0.1528,0.40632,0.31976,0.15376,0.18224,0.12008,0.2432
1095,0.29864,0.27192,0.176,0.14888,0.15104,0.14656,0.41696,0.31992,0.14488,0.1464,0.11992,0.24064
1096,0.29448,0.27544,0.18456,0.14664,0.14744,0.1544,0.42344,0.32232,0.14488,0.17728,0.11984,0.24208
1097,0.30112,0.26184,0.17584,0.15,0.14224,0.15912,0.40848,0.3224,0.1436,0.17752,0.11752,0.24224
1098,0.29832,0.2708,0.17928,0.14952,0.1404,0.20256,0.40864,0.32264,0.14376,0.17584,0.11744,0.24216
1099,0.29856,0.27096,0.17576,0.14952,0.14968,0.1492,0.40856,0.32264,0.14088,0.1896,0.12072,0.2424
1100,0.29856,0.28224,0.17568,0.14816,0.14976,0.14928,0.40856,0.32272,0.13216,0.1856,0.12072,0.24104
1101,0.29216,0.2624,0.17592,0.15024,0.15024,0.17088,0.41136,0.32168,0.14352,0.18144,0.11368,0.24144
1102,0.29224,0.26256,0.17872,0.1488,0.15304,0.17592,0.41144,0.33112,0.1436,0.18288,0.1204,0.24136
1103,0.30408,0.2676,0.17872,0.14952,0.1532,0.1656,0.40088,0.33128,0.13784,0.17368,0.12696,0.23968
1104,0.30392,0.26432,0.17912,0.15488,0.1536,0.0612,0.4032,0.32808,0.104,0.17832,0.11728,0.2396
1105,0.28536,0.26472,0.1864,0.15224,0.14544,0.17048,0.40504,0.32968,0.13952,0.16824,0.1172,0.23952
1106,0.29136,0.26496,0.17824,0.15216,0.14528,0.1568,0.4052,0.3196,0.13968,0.1684,0.1188,0.2396
1107,0.29152,0.26504,0.17816,0.14752,0.16472,0.15672,0.41744,0.33368,0.13968,0.15736,0.11704,0.23904
1108,0.28144,0.2652,0.17824,0.156,0.13152,0.15656,0.40976,0.33288,0.14616,0.18624,0.1168,0.23576
1109,0.29008,0.26648,0.17832,0.15768,0.14016,0.15072,0.41008,0.324,0.14616,0.17368,0.11704,0.2356
1110,0.29008,0.26432,0.17912,0.15776,0.15104,0.16008,0.41,0.33296,0.17664,0.17376,0.1172,0.24848
1111,0.28344,0.26664,0.18376,0.15624,0.15136,0.16,0.38952,0.3252,0.1604,0.40008,0.11584,0.26336
1112,0.2836,0.2676,0.1836,0.15384,0.15144,0.17176,0.40912,0.32512,0.10832,0.40008,0.11824,0.26184
1113,0.28376,0.274,0.18392,0.16264,0.15152,0.15936,0.41272,0.32504,0.18136,0.1864,0.11832,0.23864
1114,0.2952,0.26408,0.18408,0.1588,0.15936,0.17656,0.40816,0.32464,0.14048,0.16992,0.11496,0.23512
1115,0.29752,0.2652,0.184,0.1588,0.15936,0.15192,0.40824,0.32992,0.15616,0.01752,0.11864,0.23752
1116,0.2952,0.2652,0.18704,0.15912,0.15112,0.152,0.40832,0.32656,0.14176,0.17488,0.11488,0.2376
1117,0.29536,0.26528,0.1852,0.1592,0.15128,0.16304,0.4136,0.32664,0.0116,0.15152,0.11344,0.2376
1118,0.29592,0.2636,0.1852,0.15528,0.13448,0.16304,0.41568,0.32664,0.13264,0.1496,0.11336,0.2376
1119,0.2936,0.2636,0.18424,0.1568,0.17864,0.16832,0.41568,0.33048,0.13256,0.09304,0.1148,0.23744
1120,0.2992,0.27296,0.18688,0.1568,0.17856,0.1728,0.40072,0.3228,0.148,0.35072,0.11504,0.23744
1121,0.30552,0.2728,0.1868,0.1612,0.1608,0.12472,0.40072,0.3324,0.29696,0.15056,0.1152,0.2368
1122,0.30544,0.27064,0.18656,0.1564,0.16096,0.17288,0.41584,0.33856,0.12608,0.16536,0.11264,0.23672
1123,0.30032,0.27048,0.1864,0.1484,0.16064,0.17008,0.41584,0.33832,0.12608,0.15632,0.11256,0.2368
1124,0.3004,0.27296,0.1964,0.15936,0.13912,0.17008,0.44752,0.3332,0.12944,0.1564,0.12152,0.23688
1125,0.30048,0.27288,0.19632,0.16112,0.1576,0.15256,0.4096,0.3336,0.1296,0.16208,0.11624,0.23824
1126,0.30048,0.27296,0.19616,0.1628,0.1576,0.15256,0.41592,0.3324,0.07024,0.16008,0.11336,0.23624
1127,0.29784,0.27352,0.19048,0.15856,0.15768,0.1676,0.416,0.33408,0.11424,0.17544,0.1136,0.23624
1128,0.29776,0.27712,0.1904,0.1584,0.16272,0.16752,0.44776,0.34848,0.12736,0.1564,0.11368,0.2364
1129,0.29776,0.27064,0.19192,0.16064,0.16264,0.16736,0.4576,0.33408,0.1272,0.30488,0.11344,0.2368
1130,0.3012,0.2892,0.19192,0.16064,0.16264,0.20136,0.42392,0.3388,0.13648,0.15968,0.11336,0.2428
1131,0.29968,0.27536,0.19704,0.17616,0.15944,0.17616,0.42232,0.33864,0.09936,0.15968,0.11336,0.23616
1132,0.2996,0.27528,0.19024,0.16872,0.15552,0.17784,0.22984,0.33872,0.1184,0.14752,0.11336,0.23632
1133,0.30384,0.27512,0.19024,0.17424,0.16608,0.16296,0.42208,0.354,0.15208,0.15896,0.11336,0.23624
1134,0.30424,0.27432,0.19184,0.16864,0.15424,0.1824,0.41912,0.35424,0.15992,0.38384,0.11344,0.23624
1135,0.30776,0.2892,0.19928,0.16576,0.17208,0.18264,0.41984,0.33848,0.29864,0.05504,0.11352,0.23624
1136,0.2992,0.27488,0.19288,0.16584,0.19288,0.17296,0.41992,0.29904,0.12512,0.05512,0.11328,0.23616
1137,0.30736,0.27456,0.19928,0.1684,0.19272,0.17304,0.4704,0.338,0.12512,0.14344,0.11312,0.23616
1138,0.3048,0.27424,0.18376,0.16848,0.17688,0.17296,0.4192,0.34592,0.0444,0.17712,0.1132,0.23616
1139,0.3048,0.27416,0.18144,0.16856,0.15416,0.18056,0.42528,0.34744,0.12112,0.15096,0.11336,0.23576
1140,0.3044,0.2572,0.22968,0.16856,0.15392,0.22024,0.42536,0.34728,0.1188,0.14752,0.11344,0.23984
1141,0.30768,0.27576,0.20192,0.16864,0.21728,0.18216,0.4448,0.33856,0.188,0.17496,0.1136,0.2384
1142,0.30768,0.28136,0.19496,0.1688,0.1712,0.0644,0.42144,0.33848,0.1192,0.15568,0.11368,0.23672
1143,0.2836,0.27184,0.19504,0.17504,0.1688,0.16496,0.47008,0.33856,0.11928,0.1556,0.11376,0.23688
1144,0.30288,0.27544,0.19536,0.17512,0.18544,0.16512,0.42512,0.35632,0.13552,0.15192,0.11384,0.23688
1145,0.3028,0.27824,0.23064,0.1752,0.18344,0.1652,0.4252,0.34232,0.13552,0.1324,0.11384,0.23704
1146,0.30504,0.27968,0.2004,0.17672,0.18304,0.20104,0.4252,0.33072,0.1204,0.13992,0.11384,0.23704
1147,0.30888,0.27672,0.21248,0.17208,0.23224,0.20112,0.51248,0.33864,0.216,0.06592,0.11392,0.23704
1148,0.30888,0.2888,0.22488,0.18016,0.17848,0.18064,0.31152,0.35608,0.19272,0.13344,0.11384,0.23712
1149,0.2816,0.28328,0.19544,0.14056,0.17864,0.1808,0.42816,0.34272,0.11832,0.14848,0.11384,0.23704
1150,0.33176,0.27744,0.23024,0.1408,0.04888,0.1892,0.42504,0.34264,0.11824,0.1452,0.11384,0.23712
1151,0.30632,0.27728,0.2168,0.17768,0.17496,0.18888,0.43352,0.1052,0.11824,0.14528,0.11384,0.23712
1152,0.30872,0.26616,0.2076,0.17872,0.19264,0.18848,0.4336,0.32976,0.12752,0.14576,0.1188,0.23704
1153,0.3088,0.28304,0.20648,0.17896,0.19896,0.18456,0.43104,0.4216,0.11976,0.14584,0.11272,0.23616
1154,0.30976,0.24696,0.20648,0.17576,0.212,0.18448,0.26984,0.43416,0.11992,0.14312,0.11272,0.23648
1155,0.30872,0.3264,0.20664,0.1756,0.1816,0.18496,0.47376,0.34176,0.11776,0.23208,0.11528,0.23664
1156,0.3672,0.32656,0.2068,0.18008,0.18128,0.18656,0.62552,0.20416,0.12192,0.13256,0.11488,0.2368
1157,0.30712,0.27952,0.21008,0.18008,0.17816,0.18656,0.11072,0.23128,0.12168,0.14024,0.11248,0.24048
1158,0.30736,0.27968,0.21008,0.17976,0.17792,0.1864,0.5828,0.23136,0.11584,0.14024,0.11248,0.23512
1159,0.30752,0.27936,0.21,0.17944,0.13952,0.17984,0.24304,0.40136,0.11576,0.14288,0.11176,0.23944
1160,0.30752,0.28024,0.21608,0.176,0.1988,0.17968,0.48224,0.09216,0.18624,0.14264,0.11752,0.23864
1161,0.03664,0.28408,0.21584,0.17592,0.1784,0.23864,0.65344,0.35912,0.12152,0.1424,0.11288,0.23608
1162,0.30032,0.26856,0.22072,0.18368,0.18856,0.23848,0.15728,0.3628,0.13312,0.14216,0.11456,0.23496
1163,0.32096,0.26848,0.19672,0.17976,0.18568,0.23832,0.1572,0.0812,0.11544,0.15088,0.11208,0.2436
1164,0.3164,0.28296,0.21728,0.16472,0.18256,0.01248,0.4076,0.19424,0.18648,0.15112,0.11208,0.23904
1165,0.2392,0.2828,0.20848,0.25272,0.21248,0.01224,0.40752,0.09808,0.1184,0.22784,0.11192,0.23912
1166,0.30496,0.27704,0.20856,0.17904,0.18104,0.18384,0.51392,0.71632,0.12216,0.00664,0.112,0.23936
1167,0.30496,0.2844,0.20856,0.1796,0.2268,0.31896,0.21488,0.08552,0.12216,0.16064,0.10928,0.2108
1168,0.30064,0.27952,0.20856,0.17976,0.19752,0.31896,0.64104,0.69072,0.21528,0.118,0.104,0.23448
1169,0.30064,0.2796,0.20776,0.19768,0.0952,0.18008,0.64096,0.32912,0.21184,0.08512,0.15416,0.22952
1170,0.30488,0.2796,0.20808,0.18832,0.09384,0.10408,0.00576,0.36848,0.07536,0.0852,0.1112,0.22968
1171,0.30496,0.27824,0.2084,0.18952,0.18368,0.13944,0.09512,0.45144,0.12184,0.0852,0.11608,0.22808
1172,0.30464,0.3352,0.21112,0.18936,0.1892,0.19544,0.64296,0.4516,0.12176,0.0832,0.10392,0.228
1173,0.28224,0.11392,0.2076,0.18928,0.18928,0.19528,0.01544,0.06696,0.27864,0.2244,0.10384,0.22776
1174,0.03072,0.33656,0.20776,0.17768,0.21136,0.1952,0.39192,0.51664,0.11816,0.2244,0.10368,0.22768
1175,0.30432,0.3452,0.20776,0.17776,0.34168,0.20016,0.12528,0.36096,0.06176,0.21544,0.10376,0.24208
1176,0.20472,0.35872,0.20752,0.18656,0.24176,0.15592,0.4432,0.39248,0.1196,0.10856,0.11024,0.2504
1177,0.20472,0.57072,0.20256,0.16248,0.07448,0.20144,0.15544,0.42288,0.12456,0.18976,0.10848,0.22744
1178,0.03296,0.55376,0.20248,0.17728,0.07448,0.28304,0.5472,0.09472,0.12832,0.18968,0.1088,0.22744
1179,0.59184,0.26448,0.20368,0.17736,0.24328,0.07136,0.49168,0.1276,0.12832,0.15928,0.11768,0.23736
1180,0.30176,0.27184,0.21896,0.17928,0.24336,0.07144,0.49152,0.15232,0.35152,0.29872,0.10688,0.22384
1181,0.35472,0.25192,0.20352,0.1796,0.24344,0.21944,0.44472,0.64288,0.13008,0.15504,0.10272,0.22256
1182,0.29968,0.26056,0.20408,0.1796,0.24368,0.17056,0.23896,0.53832,0.06392,0.1548,0.09872,0.2216
1183,0.29432,0.27,0.20408,0.1796,0.20856,0.17048,0.24888,0.4528,0.01064,0.30736,0.09872,0.22152
1184,0.29424,0.2532,0.21304,0.21648,0.35568,0.25088,0.34448,0.45272,0.30152,0.08424,0.09776,0.22136
1185,0.236,0.26904,0.2084,0.25568,0.23872,0.25096,0.66256,0.39552,0.16296,0.14,0.098,0.22368
1186,0.314,0.2692,0.19992,0.18632,0.2388,0.25096,0.6624,0.37032,0.06968,0.15424,0.09696,0.2236
1187,0.30944,0.26928,0.19984,0.18648,0.16128,0.25096,0.6624,0.36168,0.08232,0.15976,0.09704,0.22352
1188,0.29488,0.43872,0.21288,0.1744,0.07576,0.16632,0.17488,0.36184,0.2872,0.17904,0.09728,0.23088
1189,0.29472,0.43864,0.21288,0.17448,0.07568,0.06672,0.088,0.71448,0.13088,0.17912,0.132,0.23088
1190,0.28824,0.35752,0.21104,0.17432,0.06144,0.06664,0.38872,0.33288,0.12888,0.17904,0.12776,0.23624
1191,0.17696,0.39696,0.22688,0.17664,0.022,0.0668,0.37784,0.36336,0.12864,0.0912,0.08424,0.2236
